ticker,yf_symbol,yf_suffix,isin,name,type,domicile,dist_policy,replication,strategy,ter,fund_size_eur,country,sector,currency
KFSYF,KFSYF,,,Kingsway Financial Services Inc.,Stock,United States,,,,,,United States,Consumer Discretionary,USD
KFY,KFY,,,Korn Ferry,Stock,United States,,,,,,United States,Industrials,USD
KG,KG,,,Kestrel Group Ltd.,Stock,Bermuda,,,,,,Bermuda,Financials,USD
KGAUF,KGAUF.OL,.OL,,Kongsberg Automotive ASA,Stock,Norway,,,,,,Norway,Consumer Discretionary,USD
KGBLY,KGBLY.HK,.HK,,Kingboard Laminates Holdings Limited,Stock,Hong Kong,,,,,,Hong Kong,Information Technology,USD
KGC,KGC.TO,.TO,,Kinross Gold Corporation,Stock,Canada,,,,,,Canada,Materials,USD
KGDEF,KGDEF.SS,.SS,,Kingdee International Software Group Company Limited,Stock,China,,,,,,China,Information Technology,USD
KGDEY,KGDEY.SS,.SS,,Kingdee International Software Group Company Limited,Stock,China,,,,,,China,Information Technology,USD
KGEI,KGEI,,,Kolibri Global Energy Inc. Common stock,Stock,United States,,,,,,United States,Energy,USD
KGEIF,KGEIF,,,Kolibri Global Energy Inc.,Stock,United States,,,,,,United States,Energy,USD
KGET,KGET,,,"CaliPharms, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KGFHF,KGFHF.L,.L,,Kingfisher plc,Stock,United Kingdom,,,,,,United Kingdom,Consumer Discretionary,USD
KGFHY,KGFHY.L,.L,,Kingfisher plc,Stock,United Kingdom,,,,,,United Kingdom,Consumer Discretionary,USD
KGFMF,KGFMF.TO,.TO,,Kingfisher Metals Corp.,Stock,Canada,,,,,,Canada,Materials,USD
KGGNF,KGGNF.AX,.AX,,Kogan.com Ltd,Stock,Australia,,,,,,Australia,Consumer Discretionary,USD
KGHI,KGHI,,,"Kaiser Group Holdings, Inc.",Stock,United States,,,,,,United States,Industrials,USD
KGHZF,KGHZF.TO,.TO,,Pangolin Diamonds Corp.,Stock,Canada,,,,,,Canada,Materials,USD
KGJI,KGJI.SS,.SS,,"Kingold Jewelry, Inc.",Stock,China,,,,,,China,Materials,USD
KGKG,KGKG,,,"Kona Gold Beverage, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KGLDF,KGLDF.TO,.TO,,King Global Ventures Inc.,Stock,Canada,,,,,,Canada,Materials,USD
KGNR,KGNR,,,Kange Corp.,Stock,United States,,,,,,United States,Information Technology,USD
KGRI,KGRI,,,"The Kiley Group, Inc.",Stock,United States,,,,,,United States,Financials,USD
KGS,KGS,,,Kodiak Gas Services Inc. Common Stock,Stock,,,,,,,,Health Care,USD
KGSPF,KGSPF,,,Kingspan Group plc,Stock,Ireland,,,,,,Ireland,Industrials,USD
KGSPY,KGSPY,,,Kingspan Group plc,Stock,Ireland,,,,,,Ireland,Industrials,USD
KGSSF,KGSSF.TO,.TO,,Kingman Minerals Ltd.,Stock,Canada,,,,,,Canada,Materials,USD
KGTFF,KGTFF,,,Krung Thai Bank Public Company Limited,Stock,Thailand,,,,,,Thailand,Financials,USD
KGTFY,KGTFY,,,Krung Thai Bank Public Company Limited,Stock,Thailand,,,,,,Thailand,Financials,USD
KGTHY,KGTHY,,,Krungthai Card Public Company Limited,Stock,Thailand,,,,,,Thailand,Financials,USD
KHC,KHC,,,The Kraft Heinz Company,Stock,United States,,,,,,United States,Consumer Staples,USD
KHDHF,KHDHF.DE,.DE,,KHD Humboldt Wedag International AG,Stock,Germany,,,,,,Germany,Industrials,USD
KHEXF,KHEXF.T,.T,,Keikyu Corporation,Stock,Japan,,,,,,Japan,Industrials,USD
KHNGF,KHNGF.SW,.SW,,Kuehne + Nagel International AG,Stock,Switzerland,,,,,,Switzerland,Industrials,USD
KHNGY,KHNGY.SW,.SW,,Kuehne + Nagel International AG,Stock,Switzerland,,,,,,Switzerland,Industrials,USD
KHOLY,KHOLY,,,Koc Holding AS,Stock,Turkey,,,,,,Turkey,Industrials,USD
KHOTF,KHOTF.OL,.OL,,Kahoot! AS,Stock,Norway,,,,,,Norway,Information Technology,USD
KHRIF,KHRIF.TO,.TO,,Cypherpunk Holdings Inc.,Stock,Canada,,,,,,Canada,Financials,USD
KHRNF,KHRNF.TO,.TO,,Khiron Life Sciences Corp.,Stock,Canada,,,,,,Canada,Health Care,USD
KHRWF,KHRWF.TO,.TO,,Khiron Life Sciences Corp.,Stock,Canada,,,,,,Canada,Health Care,USD
KHTRF,KHTRF.TO,.TO,,Knight Therapeutics Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
KHZM,KHZM,,,"Madison Ave Media, Inc.",Stock,United States,,,,,,United States,Communication Services,USD
KIADF,KIADF.AS,.AS,,Kiadis Pharma N.V.,Stock,Netherlands,,,,,,Netherlands,Health Care,USD
KICK,KICK,,,"HPN Holdings, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KIDBQ,KIDBQ,,,"Kid Brands, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KIDS,KIDS,,,OrthoPediatrics Corp.,Stock,United States,,,,,,United States,Health Care,USD
KIDZ,KIDZ,,,Classover Holdings Inc. Class B Common Stock,Stock,United States,,,,,,United States,Consumer Staples,USD
KIDZW,KIDZW,,,Classover Holdings Inc. Warrants,Stock,United States,,,,,,United States,,USD
KIGRY,KIGRY.DE,.DE,,KION GROUP AG,Stock,Germany,,,,,,Germany,Industrials,USD
KIII,KIII,,,Kismet Acquisition Three Corp.,Stock,United States,,,,,,United States,Financials,USD
KIIIU,KIIIU,,,Kismet Acquisition Three Corp.,Stock,United States,,,,,,United States,Financials,USD
KIIIW,KIIIW,,,Kismet Acquisition Three Corp.,Stock,United States,,,,,,United States,Financials,
KIKOF,KIKOF.T,.T,,Kikkoman Corporation,Stock,Japan,,,,,,Japan,Consumer Staples,USD
KIM,KIM,,,Kimco Realty Corporation,Stock,United States,,,,,,United States,Real Estate,USD
KIN,KIN,,,"Kindred Biosciences, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KIND,KIND,,,Nextdoor Holdings Inc. Class A Common Stock,Stock,United States,,,,,,United States,Information Technology,USD
KINS,KINS,,,one,Stock,United States,,,,,,United States,Financials,USD
KINZ,KINZ,,,KINS Technology Group Inc.,Stock,United States,,,,,,United States,Financials,USD
KINZU,KINZU,,,KINS Technology Group Inc.,Stock,United States,,,,,,United States,Financials,USD
KINZW,KINZW,,,KINS Technology Group Inc.,Stock,United States,,,,,,United States,Financials,USD
KIO,KIO,,,KKR Income Opportunities Fund,Stock,United States,,,,,,United States,Financials,USD
KIQ,KIQ.TO,.TO,,Kelso Technologies Inc.,Stock,Canada,,,,,,Canada,Industrials,USD
KIRK,KIRK,,,"Kirkland's, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KIROY,KIROY.JO,.JO,,Kumba Iron Ore Limited,Stock,South Africa,,,,,,South Africa,Materials,USD
KIRY,KIRY,,,Kiewit Royalty Trust,Stock,United States,,,,,,United States,Materials,USD
KISB,KISB,,,"Kish Bancorp, Inc.",Stock,United States,,,,,,United States,Financials,USD
KITL,KITL,,,Kisses From Italy Inc.,Stock,United States,,,,,,United States,Consumer Discretionary,USD
KITT,KITT,,,Nauticus Robotics Inc. Common stock,Stock,United States,,,,,,United States,Energy,USD
KITTW,KITTW,,,Nauticus Robotics Inc. Warrant,Stock,United States,,,,,,United States,Energy,USD
KIWB,KIWB,,,"Kiwibox.Com, Inc.",Stock,United States,,,,,,United States,Communication Services,USD
KJFI,KJFI.SS,.SS,,Comjoyful International Company,Stock,China,,,,,,China,Health Care,USD
KKKUF,KKKUF.T,.T,,"Kakaku.com, Inc.",Stock,Japan,,,,,,Japan,Communication Services,USD
KKOYY,KKOYY.HE,.HE,,Kesko Oyj,Stock,Finland,,,,,,Finland,Consumer Staples,USD
KKPCF,KKPCF.T,.T,,"Kaken Pharmaceutical Co., Ltd.",Stock,Japan,,,,,,Japan,Health Care,USD
KKPNF,KKPNF.AS,.AS,,Koninklijke KPN N.V.,Stock,Netherlands,,,,,,Netherlands,Communication Services,USD
KKPNY,KKPNY.AS,.AS,,Koninklijke KPN N.V.,Stock,Netherlands,,,,,,Netherlands,Communication Services,USD
KKPT,KKPT.TO,.TO,,KoKo Petroleum Inc.,Stock,Canada,,,,,,Canada,Energy,USD
KKR,KKR,,,KKR & Co. Inc.,Stock,United States,,,,,,United States,Financials,USD
KKRS,KKRS,,,KKR Group Finance Co. IX LLC 4.,Stock,,,,,,,,,USD
KKRT,KKRT,,,KKR & Co. Inc.,Stock,United States,,,,,,United States,,USD
KKUR,KKUR,,,"ChromoCure, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KKWFF,KKWFF.AS,.AS,,Royal Boskalis Westminster N.V.,Stock,Netherlands,,,,,,Netherlands,Industrials,USD
KL,KL.TO,.TO,,Kirkland Lake Gold Ltd.,Stock,Canada,,,,,,Canada,Materials,USD
KLAC,KLAC,,,KLA Corporation,Stock,United States,,,,,,United States,Information Technology,USD
KLAQ,KLAQ,,,KL Acquisition Corp,Stock,United States,,,,,,United States,Financials,USD
KLAQU,KLAQU,,,KL Acquisition Corp,Stock,United States,,,,,,United States,Financials,USD
KLAQW,KLAQW,,,KL Acquisition Corp,Stock,United States,,,,,,United States,Financials,USD
KLAR,KLAR,,,Klarna Group plc Ordinary Shares,Stock,,,,,,,,Financials,USD
KLBAY,KLBAY.SA,.SA,,Klabin S.A.,Stock,Brazil,,,,,,Brazil,Materials,USD
KLC,KLC,,,KinderCare Learning Companies Inc. Common Stock,Stock,,,,,,,,Consumer Staples,USD
KLDI,KLDI,,,KLDiscovery Inc.,Stock,United States,,,,,,United States,Information Technology,USD
KLDO,KLDO,,,"Kaleido Biosciences, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KLG,KLG,,,WK Kellogg Co Common Stock,Stock,,,,,,,,Consumer Staples,USD
KLGG,KLGG,,,"Klegg Electronics, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
KLIB,KLIB,,,"Killbuck Bancshares, Inc.",Stock,United States,,,,,,United States,Financials,USD
KLIC,KLIC.SI,.SI,,"Kulicke and Soffa Industries, Inc.",Stock,Singapore,,,,,,Singapore,Information Technology,USD
KLKBY,KLKBY,,,RH,Stock,United States,,,,,,United States,Consumer Discretionary,USD
KLMR,KLMR.AS,.AS,,KLM Royal Dutch Airlines,Stock,Netherlands,,,,,,Netherlands,Industrials,USD
KLOC,KLOC,,,The Kushner-Locke Company,Stock,United States,,,,,,United States,Communication Services,USD
KLPEF,KLPEF.PA,.PA,,Klepierre SA,Stock,France,,,,,,France,Real Estate,USD
KLR,KLR.MI,.MI,,"Kaleyra, Inc.",Stock,Italy,,,,,,Italy,Communication Services,USD
KLRGF,KLRGF.L,.L,,Keller Group plc,Stock,United Kingdom,,,,,,United Kingdom,Industrials,USD
KLRS,KLRS,,,Kalaris Therapeutics Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
KLSVF,KLSVF.TO,.TO,,Klondike Silver Corp.,Stock,Canada,,,,,,Canada,Materials,USD
KLTO,KLTO,,,Klotho Neurosciences Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
KLTOW,KLTOW,,,Klotho Neurosciences Inc. Warrant,Stock,United States,,,,,,United States,Health Care,USD
KLTR,KLTR,,,Kaltura Inc. Common Stock,Stock,United States,,,,,,United States,Information Technology,USD
KLXE,KLXE,,,"KLX Energy Services Holdings, Inc.",Stock,United States,,,,,,United States,Energy,USD
KLYCY,KLYCY.HK,.HK,,Kunlun Energy Company Limited,Stock,Hong Kong,,,,,,Hong Kong,Energy,USD
KLYG,KLYG,,,"Kelyniam Global, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KMAAF,KMAAF.SW,.SW,,Komax Holding AG,Stock,Switzerland,,,,,,Switzerland,Industrials,USD
KMAG,KMAG.TO,.TO,,"KMA Global Solutions International, Inc.",Stock,Canada,,,,,,Canada,Industrials,USD
KMB,KMB,,,Kimberly-Clark Corporation,Stock,United States,,,,,,United States,Consumer Staples,USD
KMBIF,KMBIF,,,Kambi Group plc,Stock,Malta,,,,,,Malta,Consumer Discretionary,USD
KMDA,KMDA.TA,.TA,,Kamada Ltd.,Stock,Israel,,,,,,Israel,Health Care,USD
KMERF,KMERF,,,"Komercni banka, a.s.",Stock,Czech Republic,,,,,,Czech Republic,Financials,USD
KMF,KMF,,,"Kayne Anderson NextGen Energy & Infrastructure, Inc.",Stock,United States,,,,,,United States,Financials,USD
KMFI,KMFI,,,"The Keller Manufacturing Company, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KMGH,KMGH,,,Kemiao Garment Holding Group,Stock,United States,,,,,,United States,Financials,USD
KMGLF,KMGLF.AX,.AX,,Asiamet Resources Limited,Stock,Australia,,,,,,Australia,Materials,USD
KMI,KMI,,,"Kinder Morgan, Inc.",Stock,United States,,,,,,United States,Energy,USD
KMLXF,KMLXF.AX,.AX,,Respiri Limited,Stock,Australia,,,,,,Australia,Health Care,USD
KMMPF,KMMPF.TO,.TO,,Killam Apartment Real Estate Investment Trust,Stock,Canada,,,,,,Canada,Real Estate,USD
KMNCF,KMNCF.SI,.SI,,Kingsmen Creatives Ltd.,Stock,Singapore,,,,,,Singapore,Industrials,USD
KMPB,KMPB,,,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,Stock,United States,,,,,,United States,Financials,USD
KMPH,KMPH,,,"KemPharm, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KMPR,KMPR,,,Kemper Corporation,Stock,United States,,,,,,United States,Financials,USD
KMRCF,KMRCF.T,.T,,Komori Corporation,Stock,Japan,,,,,,Japan,Industrials,USD
KMRK,KMRK.HK,.HK,,K-Tech Solutions Company Limited Class A Ordinary Shares,Stock,Hong Kong,,,,,,Hong Kong,Consumer Discretionary,USD
KMSTF,KMSTF.TA,.TA,,Kadimastem Ltd,Stock,Israel,,,,,,Israel,Health Care,USD
KMSWF,KMSWF.HK,.HK,,Kingmaker Footwear Holdings Limited,Stock,Hong Kong,,,,,,Hong Kong,Consumer Discretionary,USD
KMT,KMT,,,Kennametal Inc.,Stock,United States,,,,,,United States,Industrials,USD
KMTS,KMTS,,,Kestra Medical Technologies Ltd. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
KMTUF,KMTUF.T,.T,,Komatsu Ltd.,Stock,Japan,,,,,,Japan,Industrials,USD
KMTUY,KMTUY.T,.T,,Komatsu Ltd.,Stock,Japan,,,,,,Japan,Industrials,USD
KMWE,KMWE,,,"KM Wedding Events Management, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KMX,KMX,,,"CarMax, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KN,KN,,,Knowles Corporation,Stock,United States,,,,,,United States,Information Technology,USD
KNAMF,KNAMF.T,.T,,Konami Holdings Corporation,Stock,Japan,,,,,,Japan,Communication Services,USD
KNBA,KNBA,,,"Kinbasha Gaming International, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KNBE,KNBE,,,"KnowBe4, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
KNBIF,KNBIF.TO,.TO,,Kane Biotech Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
KNBWF,KNBWF.T,.T,,"Kirin Holdings Company, Limited",Stock,Japan,,,,,,Japan,Consumer Staples,USD
KNBWY,KNBWY.T,.T,,"Kirin Holdings Company, Limited",Stock,Japan,,,,,,Japan,Consumer Staples,USD
KNCAF,KNCAF.T,.T,,"Konica Minolta, Inc.",Stock,Japan,,,,,,Japan,Industrials,USD
KNCAY,KNCAY.T,.T,,"Konica Minolta, Inc.",Stock,Japan,,,,,,Japan,Industrials,USD
KNCRF,KNCRF,,,one,Stock,United States,,,,,,United States,Financials,USD
KNDGF,KNDGF,,,Kindred Group plc,Stock,Malta,,,,,,Malta,Consumer Discretionary,USD
KNDI,KNDI.SS,.SS,,"Kandi Technologies Group, Inc.",Stock,China,,,,,,China,Consumer Discretionary,USD
KNDYF,KNDYF.TO,.TO,,Kenadyr Mining (Holdings) Corp.,Stock,Canada,,,,,,Canada,Materials,USD
KNEOF,KNEOF.AX,.AX,,KNEOMEDIA LIMITED,Stock,Australia,,,,,,Australia,Information Technology,USD
KNF,KNF,,,Knife Riv Holding Co. Common Stock,Stock,,,,,,,,,USD
KNIT,KNIT,,,Kinetic Group Inc.,Stock,United States,,,,,,United States,Communication Services,USD
KNKT,KNKT.KS,.KS,,KT Corporation,Stock,South Korea,,,,,,South Korea,Communication Services,USD
KNL,KNL,,,"Knoll, Inc.",Stock,United States,,,,,,United States,Industrials,USD
KNNGF,KNNGF.DE,.DE,,KION GROUP AG,Stock,Germany,,,,,,Germany,Industrials,USD
KNNNF,KNNNF.L,.L,,Kainos Group plc,Stock,United Kingdom,,,,,,United Kingdom,Information Technology,USD
KNOP,KNOP.L,.L,,KNOT Offshore Partners LP,Stock,United Kingdom,,,,,,United Kingdom,Industrials,USD
KNOS,KNOS,,,Kronos Advanced Technologies Inc.,Stock,United States,,,,,,United States,Industrials,USD
KNRLF,KNRLF.TO,.TO,,Kontrol Technologies Corp.,Stock,Canada,,,,,,Canada,Information Technology,USD
KNRRY,KNRRY.DE,.DE,,Knorr-Bremse Aktiengesellschaft,Stock,Germany,,,,,,Germany,Consumer Discretionary,USD
KNRX,KNRX,,,KNOREX LTD. Class A Ordinary Shares,Stock,,,,,,,,Communication Services,USD
KNSA,KNSA,,,"Kiniksa Pharmaceuticals, Ltd.",Stock,Bermuda,,,,,,Bermuda,Health Care,USD
KNSL,KNSL,,,"Kinsale Capital Group, Inc.",Stock,United States,,,,,,United States,Financials,USD
KNSW,KNSW,,,KnightSwan Acquisition Corporation Class A Common Stock,Stock,,,,,,,,Financials,USD
KNTE,KNTE,,,Kinnate Biopharma Inc.,Stock,United States,,,,,,United States,Health Care,USD
KNTK,KNTK,,,Kinetik Holdings Inc. Class A Common Stock,Stock,United States,,,,,,United States,Energy,USD
KNTNF,KNTNF.TO,.TO,,K92 Mining Inc.,Stock,Canada,,,,,,Canada,Materials,USD
KNTPF,KNTPF.SS,.SS,,Kintor Pharmaceutical Limited,Stock,China,,,,,,China,Health Care,USD
KNVKF,KNVKF.ST,.ST,,Kinnevik AB,Stock,Sweden,,,,,,Sweden,Financials,USD
KNW,KNW,,,Know Labs Inc. Common Stock,Stock,,,,,,,,Information Technology,USD
KNWN,KNWN,,,"Know Labs, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
KNX,KNX,,,Knight-Swift Transportation Holdings Inc.,Stock,United States,,,,,,United States,Industrials,USD
KNYJF,KNYJF,,,one,Stock,United States,,,,,,United States,Financials,USD
KNYJY,KNYJY,,,one,Stock,United States,,,,,,United States,Financials,USD
KO,KO,,,The Coca-Cola Company,Stock,United States,,,,,,United States,Consumer Staples,USD
KOAN,KOAN,,,"Resonate Blends, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KOD,KOD,,,Kodiak Sciences Inc.,Stock,United States,,,,,,United States,Health Care,USD
KODK,KODK,,,Eastman Kodak Company,Stock,United States,,,,,,United States,Industrials,USD
KOF,KOF.MX,.MX,,"Coca-Cola FEMSA, S.A.B. de C.V.",Stock,Mexico,,,,,,Mexico,Consumer Staples,USD
KOGMD,KOGMD.TO,.TO,,KGL Resources Ltd.,Stock,Canada,,,,,,Canada,Materials,USD
KONAQ,KONAQ,,,"Kona Grill, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KONMY,KONMY.T,.T,,Konami Holdings Corporation,Stock,Japan,,,,,,Japan,Communication Services,USD
KOOYF,KOOYF.TO,.TO,,Kootenay Silver Inc.,Stock,Canada,,,,,,Canada,Materials,USD
KOP,KOP,,,Koppers Holdings Inc.,Stock,United States,,,,,,United States,Materials,USD
KOPN,KOPN,,,Kopin Corporation,Stock,United States,,,,,,United States,Information Technology,USD
KORE,KORE,,,KORE Group Holdings Inc. Common Stock,Stock,,,,,,,,Communication Services,USD
KOREF,KOREF.TO,.TO,,KORE Mining Ltd.,Stock,Canada,,,,,,Canada,Materials,USD
KOS,KOS,,,Kosmos Energy Ltd.,Stock,United States,,,,,,United States,Energy,USD
KOSCF,KOSCF.T,.T,,KOSE Corporation,Stock,Japan,,,,,,Japan,Consumer Staples,USD
KOSK,KOSK,,,one,Stock,United States,,,,,,United States,Financials,USD
KOSS,KOSS,,,Koss Corporation,Stock,United States,,,,,,United States,Information Technology,USD
KOTMF,KOTMF.T,.T,,"Koito Manufacturing Co., Ltd.",Stock,Japan,,,,,,Japan,Consumer Discretionary,USD
KOTMY,KOTMY.T,.T,,"Koito Manufacturing Co., Ltd.",Stock,Japan,,,,,,Japan,Consumer Discretionary,USD
KOVR,KOVR,,,Korver Corp.,Stock,United States,,,,,,United States,Information Technology,USD
KOYJF,KOYJF.HE,.HE,,Kemira Oyj,Stock,Finland,,,,,,Finland,Materials,USD
KOYN,KOYN,,,CSLM Digital Asset Acquisition Corp III Class A Ordinary Shares,Stock,United States,,,,,,United States,,USD
KOYNU,KOYNU,,,CSLM Digital Asset Acquisition Corp III Units,Stock,United States,,,,,,United States,,USD
KOYNW,KOYNW,,,CSLM Digital Asset Acquisition Corp III Warrants,Stock,United States,,,,,,United States,,USD
KPAY,KPAY,,,KinerjaPay Corp.,Stock,Indonesia,,,,,,Indonesia,Information Technology,USD
KPCM,KPCM,,,King Pine Mining Ltd.,Stock,United States,,,,,,United States,Materials,USD
KPCPF,KPCPF,,,Kasikornbank Public Company Limited,Stock,Thailand,,,,,,Thailand,Financials,USD
KPCPY,KPCPY,,,Kasikornbank Public Company Limited,Stock,Thailand,,,,,,Thailand,Financials,USD
KPCUF,KPCUF,,,Kasikornbank Public Company Limited,Stock,Thailand,,,,,,Thailand,Financials,USD
KPDCF,KPDCF.SI,.SI,,Keppel DC REIT,Stock,Singapore,,,,,,Singapore,Real Estate,USD
KPELF,KPELF.SI,.SI,,Keppel Corporation Limited,Stock,Singapore,,,,,,Singapore,Industrials,USD
KPELY,KPELY.SI,.SI,,Keppel Corporation Limited,Stock,Singapore,,,,,,Singapore,Industrials,USD
KPHWF,KPHWF.AX,.AX,,Key Petroleum Limited,Stock,Australia,,,,,,Australia,Energy,USD
KPIFF,KPIFF.TO,.TO,,Edgewater Wireless Systems Inc.,Stock,Canada,,,,,,Canada,Information Technology,USD
KPLIF,KPLIF.SI,.SI,,Keppel Infrastructure Trust,Stock,Singapore,,,,,,Singapore,Utilities,USD
KPLT,KPLT,,,Katapult Holdings Inc. Common Stock,Stock,United States,,,,,,United States,Information Technology,USD
KPLTW,KPLTW,,,Katapult Holdings Inc. Warrant,Stock,United States,,,,,,United States,Information Technology,USD
KPLUF,KPLUF.DE,.DE,,K+S Aktiengesellschaft,Stock,Germany,,,,,,Germany,Materials,USD
KPLUY,KPLUY.DE,.DE,,K+S Aktiengesellschaft,Stock,Germany,,,,,,Germany,Materials,USD
KPOC,KPOC,,,Kimberly Parry Organics Inc.,Stock,United States,,,,,,United States,Consumer Staples,USD
KPRX,KPRX,,,Kiora Pharmaceuticals Inc.  Common Stock,Stock,United States,,,,,,United States,Health Care,USD
KPSHF,KPSHF.VI,.VI,,Kapsch TrafficCom AG,Stock,Austria,,,,,,Austria,Information Technology,USD
KPTCY,KPTCY.T,.T,,"Kansai Paint Co., Ltd.",Stock,Japan,,,,,,Japan,Materials,USD
KPTI,KPTI,,,Karyopharm Therapeutics Inc.,Stock,United States,,,,,,United States,Health Care,USD
KPTSF,KPTSF.TO,.TO,,KP Tissue Inc.,Stock,Canada,,,,,,Canada,Consumer Staples,USD
KPZIF,KPZIF.TO,.TO,,Ophir Gold Corp.,Stock,Canada,,,,,,Canada,Materials,USD
KR,KR,,,The Kroger Co.,Stock,United States,,,,,,United States,Consumer Staples,USD
KRA,KRA,,,Kraton Corporation,Stock,United States,,,,,,United States,Materials,USD
KRAQ,KRAQ,,,KRAKacquisition Corp Class A Ordinary Shares,Stock,United States,,,,,,United States,,USD
KRAQU,KRAQU,,,KRAKacquisition Corp Unit,Stock,United States,,,,,,United States,,USD
KRAQW,KRAQW,,,KRAKacquisition Corp Warrants,Stock,United States,,,,,,United States,,USD
KRBF,KRBF.HK,.HK,,"Kreido Biofuels, Inc.",Stock,Hong Kong,,,,,,Hong Kong,Financials,USD
KRBP,KRBP,,,"Kiromic BioPharma, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KRC,KRC,,,Kilroy Realty Corporation,Stock,United States,,,,,,United States,Real Estate,USD
KRDXF,KRDXF.SW,.SW,,Kardex Holding AG,Stock,Switzerland,,,,,,Switzerland,Industrials,USD
KRED,KRED,,,KonaRed Corporation,Stock,United States,,,,,,United States,Consumer Staples,USD
KREF,KREF,,,KKR Real Estate Finance Trust Inc.,Stock,United States,,,,,,United States,Real Estate,USD
KREFP,KREFP,,,KKR Real Estate Finance Trust Inc.,Stock,United States,,,,,,United States,Real Estate,USD
KREVF,KREVF.SI,.SI,,Keppel REIT,Stock,Singapore,,,,,,Singapore,Real Estate,USD
KRFG,KRFG,,,"King Resources, Inc.",Stock,United States,,,,,,United States,Energy,USD
KRG,KRG,,,Kite Realty Group Trust,Stock,United States,,,,,,United States,Real Estate,USD
KRIUF,KRIUF.TO,.TO,,The Keg Royalties Income Fund,Stock,Canada,,,,,,Canada,Consumer Discretionary,USD
KRKNF,KRKNF.TO,.TO,,Kraken Robotics Inc.,Stock,Canada,,,,,,Canada,Information Technology,USD
KRKR,KRKR.SS,.SS,,36Kr Holdings Inc.,Stock,China,,,,,,China,Communication Services,USD
KRLTF,KRLTF.TO,.TO,,Karnalyte Resources Inc.,Stock,Canada,,,,,,Canada,Materials,USD
KRMD,KRMD,,,"Repro Med Systems, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KRMN,KRMN,,,Karman Holdings Inc.,Stock,,,,,,,,Health Care,USD
KRNGF,KRNGF.AX,.AX,,Karoon Energy Ltd,Stock,Australia,,,,,,Australia,Energy,USD
KRNL,KRNL,,,"Kernel Group Holdings, Inc.",Stock,United States,,,,,,United States,Financials,USD
KRNLU,KRNLU,,,"Kernel Group Holdings, Inc.",Stock,United States,,,,,,United States,Financials,USD
KRNLW,KRNLW,,,"Kernel Group Holdings, Inc.",Stock,United States,,,,,,United States,Financials,USD
KRNNF,KRNNF,,,one,Stock,United States,,,,,,United States,Financials,USD
KRNT,KRNT.TA,.TA,,Kornit Digital Ltd.,Stock,Israel,,,,,,Israel,Industrials,USD
KRNTY,KRNTY,,,one,Stock,United States,,,,,,United States,Financials,USD
KRNY,KRNY,,,Kearny Financial Corp.,Stock,United States,,,,,,United States,Financials,USD
KRO,KRO,,,"Kronos Worldwide, Inc.",Stock,United States,,,,,,United States,Materials,USD
KROEF,KROEF,,,KR1 Plc,Stock,Isle of Man,,,,,,Isle of Man,Financials,USD
KRON,KRON,,,"Kronos Bio, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KROS,KROS,,,"Keros Therapeutics, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KRP,KRP,,,"Kimbell Royalty Partners, LP",Stock,United States,,,,,,United States,Energy,USD
KRRGF,KRRGF.TO,.TO,,Karora Resources Inc.,Stock,Canada,,,,,,Canada,Materials,USD
KRRO,KRRO,,,Korro Bio Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
KRRYF,KRRYF,,,two,Stock,United States,,,,,,United States,Financials,USD
KRSOF,KRSOF,,,Karsan Otomotiv Sanayii ve Ticaret A.S.,Stock,Turkey,,,,,,Turkey,Consumer Discretionary,USD
KRSP,KRSP,,,Rice Acquisition Corporation 3,Stock,,,,,,,,,USD
KRT,KRT,,,Karat Packaging Inc.,Stock,United States,,,,,,United States,Consumer Discretionary,USD
